,order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order
3260419,235718,196491,prior,11,1,20,5.0
2142617,3011538,128874,prior,6,6,17,7.0
2120562,324592,127526,prior,10,2,11,4.0
521502,2101176,31439,train,13,0,11,4.0
3417012,992554,205961,train,7,4,19,16.0
3195220,1346553,192659,prior,7,2,11,8.0
734621,2709072,44210,prior,17,0,9,15.0
3212846,2087676,193705,prior,8,0,8,8.0
1403887,2667380,84348,prior,5,4,17,5.0
3057242,85362,184401,prior,31,3,18,2.0
2867461,529373,172985,prior,53,0,23,9.0
1080726,2918515,65123,prior,18,6,13,2.0
2046747,36102,122985,prior,5,4,11,30.0
1205381,3332804,72467,prior,15,1,19,10.0
517980,1238167,31198,prior,20,1,11,30.0
2782376,1481347,167763,prior,20,6,12,3.0
1182476,78540,71066,prior,51,3,10,2.0
327360,688573,19829,prior,3,2,15,7.0
1717569,1081240,103131,prior,4,6,15,6.0
1330512,2312115,79946,prior,13,1,12,30.0
2161942,3398285,130060,prior,9,3,14,16.0
3241842,1685377,195404,prior,20,2,10,5.0
1015244,1851430,60999,prior,48,2,17,2.0
1501172,2349873,90216,prior,5,0,10,4.0
2329707,220115,140244,prior,4,6,11,13.0
2107716,3294121,126755,prior,9,1,12,7.0
1624429,2630511,97527,prior,7,5,12,9.0
1629352,508330,97820,prior,21,1,16,4.0
1298361,263574,78071,prior,3,3,18,6.0
2593347,2485357,156122,prior,16,4,12,6.0
1697649,211206,101892,test,23,5,16,1.0
1435363,2999213,86271,prior,2,6,15,2.0
495488,853195,29909,prior,9,6,10,21.0
3349731,241466,201905,prior,14,0,13,9.0
620225,209384,37407,prior,6,4,14,4.0
2565796,246971,154385,prior,16,0,10,9.0
3257947,107922,196344,prior,24,6,15,13.0
529295,636158,31924,prior,13,1,12,20.0
2777297,38737,167438,prior,14,3,7,4.0
63457,2727247,3927,prior,9,6,16,14.0
1481691,860279,89051,prior,7,1,17,5.0
1510874,161216,90788,prior,45,1,13,4.0
2015823,560233,121122,prior,14,6,15,30.0
2283530,2051372,137527,prior,7,4,15,30.0
2909812,2225675,175560,prior,15,3,20,4.0
2719385,456774,163798,prior,3,1,8,5.0
710066,3196414,42784,prior,14,1,12,16.0
2542640,2574256,152984,prior,7,5,13,2.0
1516856,1741384,91164,prior,17,0,9,7.0
1964494,600250,117988,test,4,0,18,7.0
2746914,367385,165514,prior,23,0,6,7.0
32083,1408411,1978,prior,11,1,18,3.0
1591932,1894690,95594,prior,6,6,15,7.0
1675025,1126917,100553,prior,41,1,12,5.0
487818,1611294,29422,prior,5,4,15,23.0
1582609,1213879,95027,prior,5,4,16,8.0
1592472,2733772,95620,prior,44,3,16,1.0
1672449,1263858,100399,prior,5,1,11,30.0
2504251,1365617,150755,prior,41,5,8,10.0
769501,1314105,46251,prior,26,4,17,5.0
757481,420508,45584,prior,5,3,15,6.0
1464363,2566987,88008,prior,80,1,10,6.0
2208988,298902,133051,prior,5,0,12,21.0
3131078,3161489,188748,prior,2,0,16,18.0
1264827,1877314,76059,train,12,1,10,30.0
1981033,2635905,118980,prior,4,0,20,2.0
185518,2981459,11213,prior,3,6,19,30.0
1871130,1906873,112306,prior,8,2,9,19.0
370519,749760,22347,prior,8,4,20,7.0
45305,1375085,2799,prior,29,1,9,7.0
3409185,578485,205496,prior,13,5,9,5.0
97087,1598280,5883,train,5,2,14,17.0
771421,2115859,46339,prior,8,3,15,6.0
1351896,2717337,81251,prior,5,6,16,30.0
1931379,3040891,115994,prior,3,1,20,22.0
2752205,2353306,165860,prior,19,1,14,12.0
1811557,2107156,108793,prior,22,1,12,3.0
1964640,783799,117996,prior,7,3,8,7.0
2258526,2044116,136021,prior,7,1,15,19.0
1143531,1184067,68741,prior,16,2,11,8.0
50159,726716,3117,prior,3,4,10,2.0
146311,437440,8791,prior,2,1,18,7.0
1920483,2420188,115340,prior,3,3,8,30.0
2546732,342559,153234,prior,5,1,15,30.0
400956,2208330,24096,train,89,1,18,7.0
2970170,1048549,179272,prior,2,2,16,16.0
1188865,1809077,71473,prior,12,0,16,7.0
73677,2670087,4537,prior,5,1,14,30.0
877974,1580268,52767,prior,57,1,1,3.0
1790276,1906605,107523,prior,90,1,13,2.0
1628101,2233947,97755,prior,9,5,1,21.0
940720,1113581,56412,prior,29,5,16,3.0
684861,1833531,41274,prior,5,3,9,0.0
509966,2585573,30752,prior,32,1,9,7.0
465735,19600,28054,prior,12,4,20,8.0
3051073,3117182,184039,prior,3,2,8,15.0
953256,345012,57185,prior,33,6,9,14.0
1580243,788949,94882,prior,30,5,13,3.0
917443,2420318,55056,prior,12,2,13,8.0
3079476,304443,185698,prior,13,2,0,30.0
1993814,2764034,119785,prior,9,0,16,3.0
498599,461172,30071,prior,9,0,18,5.0
1997512,1149711,120027,prior,11,5,14,7.0
1407683,2514588,84559,prior,25,1,12,6.0
1471102,1301635,88409,prior,67,0,19,3.0
1005658,730229,60430,prior,22,2,10,2.0
1571661,1899252,94410,prior,21,1,15,30.0
333270,1438392,20175,prior,5,3,22,16.0
125057,1363501,7549,train,22,2,8,17.0
2801250,2258755,168985,prior,38,5,22,5.0
2296765,1162846,138311,prior,64,3,10,5.0
1955847,152377,117435,prior,69,1,18,0.0
3388416,2837153,204224,prior,2,2,11,20.0
850469,2751622,51127,prior,42,3,9,2.0
1246358,2048204,74925,prior,3,5,13,24.0
1010533,1182208,60721,prior,12,3,19,8.0
688522,1614413,41503,prior,8,0,9,3.0
11448,2009386,710,prior,11,0,0,7.0
1216309,538580,73116,prior,73,4,9,0.0
2446716,379602,147237,prior,8,6,12,7.0
1098478,177420,66171,prior,67,4,13,3.0
3251372,1074074,195978,prior,31,5,15,5.0
3378255,3088634,203567,prior,11,5,17,4.0
2156054,1606354,129696,prior,11,0,18,30.0
1440054,1191955,86536,prior,20,3,18,10.0
3133538,1190281,188908,prior,14,4,12,0.0
99728,286729,6020,prior,11,4,16,7.0
1149300,1112921,69075,prior,52,0,11,9.0
1998771,1158907,120116,prior,25,0,9,8.0
3311553,1475120,199629,prior,19,2,10,5.0
1812241,2992416,108833,prior,6,2,10,30.0
1529630,1265368,91888,prior,8,0,17,3.0
3006767,388869,181416,prior,27,3,7,7.0
2676876,498453,161179,prior,3,0,22,13.0
2977741,1469696,179711,prior,4,1,16,8.0
1013073,3209832,60863,prior,25,0,8,3.0
639235,634259,38507,prior,13,1,16,11.0
1816533,2852398,109086,prior,4,3,22,8.0
2346076,2706611,141227,prior,20,5,15,14.0
937179,2417324,56214,prior,3,1,18,7.0
1834164,2358912,110129,prior,19,3,10,3.0
497632,204350,30024,prior,33,1,20,2.0
331723,757391,20077,prior,3,2,20,0.0
741400,880566,44633,prior,30,2,17,4.0
2430830,386749,146269,prior,2,0,21,4.0
699430,963316,42146,prior,2,1,14,5.0
886477,495413,53267,prior,17,4,16,1.0
2376500,2132718,143031,prior,35,6,19,20.0
1342616,3310627,80661,prior,3,1,9,30.0
457055,1866670,27524,prior,6,1,15,30.0
1430,2432395,93,prior,10,0,12,8.0
2777345,3081029,167439,prior,21,2,20,28.0
1192058,1582230,71664,prior,13,6,13,14.0
1939638,3174468,116467,prior,17,1,14,14.0
3231106,1365274,194776,prior,6,0,12,30.0
554316,861645,33425,prior,21,4,12,4.0
648452,1764567,39039,prior,11,4,16,6.0
1805809,697649,108457,prior,2,1,10,4.0
948896,1407154,56914,prior,5,3,13,30.0
615596,3148686,37110,prior,12,4,15,6.0
1428283,1548578,85824,prior,48,4,14,6.0
358099,612363,21641,prior,8,0,16,12.0
143095,2833537,8605,prior,7,6,12,13.0
1157447,1476768,69563,prior,6,1,11,14.0
694547,1554797,41874,prior,8,0,18,8.0
1716782,668890,103087,prior,16,1,7,7.0
324440,979714,19635,train,6,6,15,28.0
1746435,276069,104844,prior,18,0,14,7.0
410753,1401294,24723,prior,46,6,5,7.0
2123663,105767,127734,prior,5,2,15,4.0
2272885,2545424,136863,prior,43,5,16,2.0
3371891,1325568,203206,prior,4,4,15,3.0
505677,1972547,30520,prior,37,1,13,1.0
1369779,915785,82330,prior,18,1,11,1.0
2849419,2830289,171917,prior,8,6,22,30.0
2334343,1737203,140543,prior,8,6,6,6.0
1444887,1395543,86813,prior,10,5,9,7.0
888187,1163835,53384,prior,7,4,18,5.0
1142031,1845284,68642,prior,20,5,10,5.0
1450693,511610,87156,prior,8,3,21,7.0
1142507,3301385,68684,prior,4,0,18,4.0
894952,1959459,53741,prior,58,6,12,4.0
2656296,1963866,159891,prior,5,2,16,3.0
1194983,2314342,71834,prior,9,5,14,4.0
336460,617093,20374,prior,7,4,10,30.0
2091962,667066,125782,prior,2,3,12,29.0
1091097,167446,65744,prior,6,5,14,6.0
2950746,1262972,178069,prior,16,3,12,30.0
3159443,2034985,190488,prior,6,5,7,1.0
1909588,2650318,114671,prior,19,1,13,10.0
387412,889819,23278,prior,3,6,21,2.0
1734300,1108577,104128,prior,11,1,16,30.0
2951732,2736008,178113,prior,9,4,16,4.0
945318,973664,56714,prior,9,2,10,30.0
1472575,2961051,88491,prior,13,5,11,3.0
2719253,444354,163791,prior,29,5,13,4.0
2417573,22484,145485,prior,11,1,11,1.0
1378954,1238807,82871,prior,4,1,16,14.0
278087,2150323,16796,prior,13,1,14,14.0
1054353,810095,63468,prior,8,6,18,6.0
1589715,1943044,95461,prior,16,5,12,3.0
25408,1346273,1566,prior,11,1,9,7.0
2662771,1141553,160283,prior,10,5,11,30.0
2652817,1627851,159692,train,5,2,16,30.0
647710,314816,39006,prior,7,4,18,10.0
2884702,1454366,174054,prior,35,3,19,2.0
3025906,60175,182586,prior,61,1,22,7.0
2738455,3126393,164988,prior,19,1,8,1.0
3215388,964013,193858,prior,28,5,17,12.0
789480,1544964,47480,prior,31,0,21,26.0
1195313,3038242,71847,prior,2,5,11,2.0
2373249,3121753,142852,prior,24,0,12,14.0
2882899,2814111,173963,prior,18,6,10,4.0
1578370,2914359,94770,prior,50,0,9,8.0
463871,1981854,27926,prior,39,1,20,0.0
230771,2182443,13971,prior,12,6,19,8.0
1852794,3388125,111214,prior,16,3,13,5.0
718770,661534,43281,prior,12,2,10,3.0
514996,1134792,31063,prior,5,4,13,14.0
932660,864462,55942,prior,4,1,16,22.0
1019212,368625,61264,prior,20,5,16,7.0
973078,1153865,58468,prior,7,6,15,5.0
359895,985581,21754,prior,2,2,9,13.0
3235494,2029103,195019,prior,5,0,13,4.0
1072995,131043,64638,prior,11,1,9,9.0
183449,1208286,11083,prior,29,4,18,13.0
430180,1778731,25864,prior,22,5,15,9.0
1106036,1406892,66562,prior,40,0,10,5.0
2927951,746487,176653,prior,3,4,9,30.0
1853784,22875,111279,train,17,2,19,12.0
2077504,2476868,124927,prior,12,0,17,30.0
3281247,1445109,197763,prior,7,2,12,30.0
2540178,133307,152843,prior,39,0,20,6.0
2672318,562942,160876,prior,5,0,16,8.0
3211249,2537926,193606,prior,17,6,15,5.0
878292,3073252,52782,prior,12,1,14,7.0
887008,1783586,53303,prior,38,1,17,5.0
1374374,654733,82583,prior,5,4,15,13.0
2725615,364161,164177,prior,3,1,10,8.0
748802,1335223,45069,prior,7,2,17,4.0
2274752,3136477,136979,prior,14,5,13,12.0
598806,975474,36112,prior,19,1,14,7.0
2027006,2182336,121760,prior,7,5,17,8.0
832711,1914504,50048,test,5,2,16,25.0
3057653,3076552,184424,train,5,3,16,30.0
2253293,3094133,135714,prior,9,5,9,7.0
3698,814512,232,prior,35,3,12,11.0
1748072,2260943,104936,prior,27,4,13,23.0
1653832,1894751,99296,test,6,5,16,25.0
1457071,2493374,87539,prior,7,3,17,0.0
3207606,1850820,193401,prior,30,0,14,6.0
1936775,1844884,116313,prior,4,1,13,30.0
2613914,220111,157364,prior,10,2,21,30.0
543799,1139034,32772,prior,48,2,13,0.0
1842822,1143551,110636,prior,27,0,9,20.0
2579402,1537552,155240,prior,6,4,14,16.0
2613621,1552548,157350,prior,9,0,9,14.0
2397534,2595243,144274,prior,27,0,14,10.0
3309376,1461632,199466,prior,49,1,12,7.0
3135446,793766,189024,prior,38,4,12,1.0
2686501,1510674,161803,prior,5,4,22,30.0
812726,3322553,48895,prior,10,1,22,22.0
2444136,1812834,147086,prior,9,2,12,17.0
2622193,1059007,157864,prior,2,3,13,22.0
2724526,2088015,164107,prior,3,1,13,30.0
938823,2855663,56304,prior,19,3,9,8.0
1775041,299212,106580,prior,50,4,11,18.0
2117150,2873968,127313,prior,29,1,17,2.0
3033330,364080,183022,prior,6,3,17,30.0
2312929,3373255,139299,prior,15,1,13,11.0
2776373,3391402,167372,prior,4,4,15,5.0
3155431,2523817,190275,train,4,1,18,7.0
1604006,2892901,96303,prior,4,4,15,2.0
2419856,755513,145601,prior,8,2,11,5.0
445830,1155414,26829,prior,9,1,10,30.0
2236934,2868540,134745,prior,4,6,10,5.0
736210,1053596,44304,prior,21,1,8,7.0
1153114,2959819,69303,prior,19,6,11,2.0
223848,569360,13527,prior,7,4,11,5.0
3329350,2824179,200683,prior,33,6,12,6.0
1255228,2014251,75487,train,10,3,18,9.0
204286,1356800,12357,prior,6,2,8,4.0
3141749,1651141,189425,prior,72,4,15,5.0
1148037,1101047,69020,prior,3,5,16,9.0
3267595,1305648,196953,prior,21,1,19,15.0
2032704,2113018,122119,prior,32,2,20,2.0
942072,2245121,56509,test,5,0,13,6.0
3108327,534276,187451,prior,28,4,10,8.0
285380,3327391,17251,prior,24,4,19,2.0
1296993,1726385,77979,prior,2,3,16,20.0
2051595,236500,123288,prior,20,6,8,20.0
2307842,2467408,138978,prior,18,2,21,6.0
1802687,968275,108273,prior,22,0,13,8.0
588717,1776842,35475,prior,55,1,20,2.0
774415,1001001,46524,prior,22,3,16,14.0
1281642,1885556,77075,prior,6,3,11,10.0
3420097,278249,206150,train,8,5,18,12.0
2670031,1700411,160732,prior,17,1,9,29.0
1530759,3324357,91950,prior,24,1,11,7.0
3048605,200343,183927,prior,28,1,20,6.0
1639204,2522105,98417,prior,3,0,22,30.0
2983393,1564118,180022,prior,10,5,13,4.0
3362087,1198403,202655,prior,4,2,10,9.0
2047611,903145,123039,prior,18,1,12,8.0
1649343,2035978,99034,prior,4,0,19,2.0
3133418,3376750,188899,prior,2,3,14,2.0
2390455,1219922,143844,prior,2,5,7,28.0
2893214,1627866,174592,prior,10,5,17,19.0
2895615,737089,174740,prior,24,0,14,6.0
3176868,621822,191561,prior,39,4,4,11.0
291720,1710840,17667,prior,4,0,9,30.0
2722170,2412002,163962,prior,19,5,13,7.0
1713893,2135460,102918,prior,84,4,8,2.0
2467409,957668,148478,prior,2,3,10,14.0
3236699,3394904,195092,prior,5,3,12,14.0
947847,1759572,56865,train,5,2,18,30.0
2008243,340249,120688,train,7,3,7,3.0
2100141,440753,126273,prior,83,6,7,1.0
2527229,1206093,152098,prior,18,0,18,13.0
2225280,1877159,134059,prior,22,3,13,11.0
3192501,3176031,192498,prior,15,0,18,7.0
201777,1810611,12202,prior,13,0,9,7.0
1442714,2744713,86692,prior,8,5,8,8.0
438057,2125132,26337,prior,24,6,15,10.0
1430029,1433464,85935,prior,10,4,12,2.0
2783804,2240750,167871,prior,17,4,12,3.0
3035634,1194332,183147,prior,13,0,17,30.0
815985,167201,49104,prior,16,5,6,8.0
392409,2758309,23572,train,8,5,17,30.0
2315917,2250902,139480,test,7,1,10,30.0
1825002,1369120,109601,prior,4,6,11,30.0
2879039,261729,173708,prior,16,1,14,11.0
3139115,2162315,189259,prior,10,2,9,10.0
632028,557070,38082,prior,4,6,11,30.0
2849491,2451286,171919,prior,18,1,8,4.0
1280487,2181625,77003,prior,46,4,13,2.0
2201727,1543037,132567,test,4,3,10,30.0
582804,1478113,35099,prior,5,5,16,23.0
912088,1938586,54774,prior,9,3,19,20.0
2288221,1638945,137818,prior,27,0,15,5.0
3328011,253693,200581,prior,23,5,9,7.0
828919,1121191,49842,prior,73,3,8,6.0
2822815,2029988,170300,prior,3,5,19,4.0
2319008,872088,139644,prior,46,1,10,7.0
1142538,1253494,68688,prior,3,0,14,9.0
789671,382650,47488,prior,13,1,9,17.0
2989310,2972282,180350,prior,3,5,11,30.0
3363146,1846630,202713,prior,34,0,11,5.0
2846297,2774258,171736,prior,22,3,7,30.0
1921550,3193122,115412,prior,24,4,12,2.0
217119,2447574,13115,prior,5,6,18,5.0
2112469,2469845,127049,prior,9,3,14,2.0
333443,2755124,20184,prior,10,0,17,13.0
1199768,1539777,72119,prior,7,3,7,6.0
3131997,1163620,188795,prior,22,4,16,7.0
1263633,2826510,75975,prior,2,3,9,4.0
38599,568756,2390,prior,4,1,18,30.0
3300888,992232,198918,prior,12,6,16,3.0
3166488,148392,190924,prior,10,3,9,30.0
525590,1107999,31683,prior,10,6,14,6.0
2978780,1971098,179769,prior,18,5,20,5.0
1972522,2655041,118459,prior,25,0,13,3.0
66882,392120,4153,prior,5,4,20,30.0
334019,1503355,20221,prior,23,4,14,14.0
213494,1898703,12898,prior,5,5,22,21.0
387744,2815419,23297,prior,24,0,16,3.0
627707,2796205,37820,prior,9,6,16,15.0
2787307,316996,168080,prior,27,6,9,7.0
1095065,3266631,65979,prior,14,2,18,3.0
1396020,1773403,83916,prior,30,2,10,4.0
1202917,34563,72309,prior,19,1,11,8.0
860152,414005,51684,prior,7,6,18,22.0
1055355,1317558,63546,prior,6,0,21,14.0
3127200,645898,188534,prior,49,4,13,7.0
2466910,1609543,148448,prior,77,3,12,3.0
2636012,1461673,158697,prior,12,6,15,3.0
3389963,1408211,204315,prior,39,6,10,6.0
1803956,1338157,108351,prior,17,0,20,7.0
2236924,2065434,134744,prior,26,4,14,2.0
829518,516046,49878,prior,63,6,11,3.0
1534828,167062,92185,prior,41,0,15,1.0
1921625,2855383,115417,prior,4,4,10,30.0
648294,589995,39029,prior,46,2,10,8.0
1467092,2114104,88171,prior,11,0,0,20.0
2924886,580731,176463,prior,12,6,14,8.0
3004268,311740,181270,test,4,6,16,30.0
1754906,3283784,105319,prior,69,1,10,2.0
700230,431031,42191,prior,36,5,9,7.0
3107652,1100788,187407,prior,8,2,13,27.0
23322,2471101,1447,prior,17,3,18,13.0
2530952,278654,152295,prior,20,0,22,4.0
2860647,97766,172618,prior,14,0,15,7.0
2474855,2286080,148940,prior,40,0,16,3.0
3150011,1791152,189954,prior,50,6,8,2.0
28752,1641310,1771,prior,5,6,14,25.0
1419921,154939,85296,prior,82,2,18,5.0
235629,452630,14292,prior,16,0,16,16.0
426575,2926583,25625,prior,31,0,12,7.0
1208842,2679137,72684,prior,10,4,11,15.0
2469335,380049,148608,prior,5,4,14,30.0
2582626,3187660,155441,prior,26,3,16,2.0
1711015,1644268,102723,prior,2,2,10,30.0
3278854,2191057,197634,prior,9,1,8,30.0
369057,2456236,22282,prior,21,3,17,7.0
457342,60684,27537,prior,44,0,11,2.0
1171254,299445,70398,prior,14,1,20,30.0
414467,2267267,24947,prior,8,1,11,10.0
2891731,2048216,174487,prior,6,0,15,15.0
2876884,2867263,173586,prior,4,1,20,30.0
1226156,1026440,73683,prior,8,2,7,15.0
137774,2357396,8282,prior,17,0,9,1.0
2416062,3264231,145399,prior,3,1,18,29.0
1977524,1762480,118755,prior,11,5,12,4.0
1686066,3397548,101199,prior,21,5,22,10.0
1261375,1594671,75831,prior,8,1,12,13.0
3083834,2617737,185953,prior,18,1,10,5.0
2187742,3178335,131727,prior,6,3,23,30.0
2160036,1165325,129934,prior,8,2,16,25.0
1689626,348685,101410,prior,8,1,14,14.0
2194115,1950409,132083,prior,37,3,14,4.0
138384,3402845,8323,prior,28,2,14,11.0
2060972,401266,123909,test,21,0,16,10.0
2460012,1323001,148063,prior,8,5,8,30.0
3128836,2482492,188632,train,4,0,12,7.0
2310201,117094,139120,train,6,1,18,0.0
2716571,130203,163633,test,32,4,10,20.0
709968,1768195,42774,prior,22,3,12,15.0
788990,2066814,47451,prior,26,3,12,3.0
102043,2740580,6175,prior,5,0,20,4.0
3166298,1634784,190912,prior,9,1,11,12.0
2247170,1682935,135346,prior,10,0,16,7.0
1135318,3388253,68251,prior,15,0,18,3.0
1986135,112033,119289,prior,15,1,16,7.0
1055607,3197992,63559,test,51,4,12,5.0
1894524,1335953,113735,train,14,2,17,3.0
2987511,2898074,180237,prior,91,1,11,0.0
1825133,101902,109607,prior,9,0,12,18.0
2818993,635430,170074,test,11,0,10,29.0
3093432,1958401,186534,prior,4,6,16,13.0
820404,1456401,49336,prior,3,3,16,3.0
10376,680610,652,prior,38,5,14,3.0
1832198,1657494,110031,prior,10,3,12,9.0
658053,3174097,39642,prior,19,2,16,30.0
1446316,2144640,86905,prior,42,1,7,6.0
3028822,2116617,182753,prior,11,0,9,8.0
2672526,1001200,160892,prior,4,0,14,7.0
1186135,2046494,71284,prior,4,6,8,8.0
2522156,143930,151801,prior,7,5,17,5.0
1702985,3377365,102254,prior,21,1,14,4.0
287109,607241,17364,prior,16,3,12,30.0
476175,2199050,28705,prior,9,4,17,21.0
1061065,3235137,63893,prior,4,1,9,30.0
2406413,2097578,144835,prior,14,1,10,7.0
195035,821244,11822,prior,22,0,10,13.0
1573535,2589004,94531,prior,34,2,13,12.0
41915,1752013,2580,prior,2,6,14,13.0
2624867,2143060,158047,test,33,0,7,7.0
1302156,1193263,78269,prior,8,2,21,10.0
169072,2529363,10216,prior,5,6,13,25.0
3129868,688061,188684,prior,30,5,7,18.0
669744,2424397,40355,prior,5,0,15,22.0
1708876,821808,102597,prior,6,6,17,23.0
2005256,1193862,120501,prior,24,1,8,2.0
2954192,1589322,178262,prior,25,1,17,6.0
1243362,705628,74751,prior,11,2,14,2.0
328657,3062541,19899,prior,36,5,14,7.0
2845692,1857447,171704,prior,23,0,16,7.0
1917334,316498,115140,prior,29,1,9,7.0
1925310,1583193,115626,prior,6,2,20,5.0
986292,2112353,59288,prior,5,1,13,11.0
161755,1738180,9733,prior,11,0,12,7.0
1895309,2600365,113791,prior,20,5,19,27.0
1768543,3001619,106165,prior,3,0,15,17.0
479763,3009893,28922,prior,38,4,15,2.0
2986906,626118,180214,prior,55,3,13,1.0
3034654,383550,183106,train,11,4,16,30.0
46608,1609287,2885,prior,6,2,16,14.0
343259,795589,20772,prior,5,5,10,2.0
2939991,566558,177379,prior,2,4,17,3.0
877154,2239054,52714,prior,14,4,17,20.0
407052,2968988,24507,prior,11,5,19,2.0
2614274,1873456,157384,train,5,6,14,11.0
892265,2586336,53596,prior,15,0,11,12.0
2956627,1152739,178428,prior,7,4,13,11.0
477770,1563903,28803,prior,15,5,18,4.0
1538903,1780619,92431,prior,17,5,6,2.0
2652217,551150,159654,prior,2,1,16,3.0
253046,3175321,15318,prior,7,6,19,7.0
345606,823585,20911,prior,10,6,19,2.0
822304,213762,49458,prior,10,3,11,1.0
2121398,475038,127577,prior,84,5,8,2.0
1948784,2607217,117013,prior,32,2,16,7.0
1264855,825527,76063,train,4,0,14,30.0
2977389,2952627,179685,prior,7,6,9,30.0
585464,602181,35269,prior,70,1,14,5.0
3113517,846700,187754,prior,12,2,12,7.0
3318276,494583,200005,prior,22,4,13,7.0
2587366,543773,155762,prior,3,2,9,4.0
3216283,1695753,193923,train,15,6,19,14.0
654415,376653,39409,prior,10,0,14,13.0
2292780,2408644,138120,prior,8,5,17,5.0
2866140,1210263,172914,prior,4,1,9,14.0
768109,1613606,46173,prior,19,4,10,13.0
457498,2048502,27546,prior,5,1,17,30.0
3414977,1165505,205831,prior,89,6,12,5.0
477946,691809,28817,prior,4,2,10,5.0
854117,2175298,51322,prior,7,2,7,15.0
2741050,1213285,165150,prior,4,2,19,26.0
2039828,2350969,122571,prior,12,0,15,8.0
1479483,2757890,88928,test,12,6,14,5.0
2613371,3205440,157339,prior,11,1,20,27.0
368884,689326,22274,prior,59,1,9,5.0
3116389,1962922,187916,prior,3,5,11,9.0
3064525,3419372,184836,prior,9,5,17,23.0
554842,947679,33452,prior,32,0,20,7.0
1209451,3118808,72718,train,5,1,15,22.0
2315222,1888037,139437,prior,5,1,22,16.0
2149742,816530,129307,prior,17,3,21,5.0
248801,1761282,15055,prior,13,0,10,8.0
663524,3412151,39965,prior,5,0,8,13.0
1244960,1807434,74842,prior,11,0,12,4.0
2435860,509523,146563,prior,30,4,8,7.0
1882422,2954765,113003,prior,24,5,10,2.0
1529085,1022752,91862,prior,2,2,11,4.0
2057382,2762246,123647,prior,9,6,11,10.0
2331314,1870942,140355,prior,9,6,12,7.0
1025554,543834,61648,prior,96,6,8,1.0
1338774,2435870,80417,prior,17,5,14,7.0
1085867,2731219,65407,prior,2,1,17,30.0
166608,284246,10052,prior,4,0,14,14.0
2953318,1659865,178209,prior,33,2,17,6.0
2177346,3267641,131054,prior,2,4,16,3.0
2428916,1898809,146147,prior,4,6,11,4.0
1926280,266337,115702,prior,14,0,16,29.0
2845656,589643,171703,prior,3,3,2,10.0
2878835,973382,173698,prior,18,4,10,1.0
302741,1781931,18295,prior,14,6,16,27.0
108022,2111207,6532,prior,13,0,21,7.0
2177841,233885,131086,prior,46,1,14,1.0
1734877,2411096,104161,prior,6,0,13,22.0
3129440,2173219,188665,prior,7,4,16,3.0
3021171,2418972,182320,prior,3,0,10,7.0
2835042,2770577,171081,prior,3,3,13,30.0
954465,1950654,57265,prior,6,2,12,30.0
2687870,674867,161882,prior,20,1,18,14.0
366354,3330852,22122,train,18,0,16,30.0
2583762,1144182,155511,prior,4,5,19,17.0
1757583,1197325,105495,prior,7,3,18,13.0
120207,754694,7276,prior,2,4,9,23.0
2887148,640053,174204,prior,28,3,17,1.0
2015724,548269,121115,prior,15,1,13,11.0
2691514,1343546,162105,prior,11,0,18,7.0
1429532,2207784,85908,prior,22,2,6,3.0
1585175,3270146,95175,prior,7,0,13,0.0
2857250,2195104,172397,prior,6,1,11,14.0
2511393,608245,151203,prior,8,5,11,30.0
1333703,2796988,80130,prior,7,1,16,14.0
2560795,698649,154105,prior,4,4,9,30.0
3331655,544829,200828,prior,2,1,15,13.0
402832,1365084,24208,prior,12,3,14,25.0
539005,2387583,32504,prior,7,0,17,1.0
2866062,1548550,172909,prior,40,3,16,3.0
1330328,1034995,79936,prior,9,0,14,2.0
2416564,556099,145426,test,44,0,14,7.0
2452392,1127773,147590,prior,3,3,12,6.0
3342108,1032236,201456,prior,49,1,16,4.0
2277673,1084710,137172,prior,41,1,20,7.0
2756233,752885,166114,prior,3,2,7,4.0
1203011,2004443,72316,prior,7,5,18,15.0
1250241,2179484,75174,prior,5,6,14,8.0
1528919,1171244,91853,prior,5,0,17,3.0
120711,1376305,7294,prior,12,0,14,15.0
1195986,2257890,71887,prior,11,0,11,30.0
783187,3339573,47079,prior,20,4,16,6.0
1717691,1723158,103137,prior,11,5,20,4.0
701500,1169903,42254,prior,45,1,15,11.0
1908519,3158460,114596,prior,11,6,14,7.0
1114489,1541818,67042,prior,8,6,13,19.0
745597,1125037,44884,prior,4,3,16,6.0
699637,471409,42156,prior,9,4,11,30.0
88068,792412,5341,prior,27,5,8,8.0
1481216,376899,89021,prior,21,2,13,0.0
3388377,3275078,204220,prior,5,3,11,9.0
1206009,1415553,72516,prior,28,6,15,2.0
3100394,568496,186966,prior,14,0,20,21.0
3087368,2247302,186202,prior,37,0,16,2.0
1608278,2180853,96547,prior,28,0,17,7.0
3339670,3246297,201313,prior,32,3,10,7.0
1486003,1516712,89312,prior,4,6,19,3.0
2298587,1663837,138432,prior,11,2,9,16.0
1752552,4170,105190,prior,2,0,14,21.0
2056359,1283716,123583,train,5,0,10,6.0
1603224,3315930,96252,prior,23,6,12,5.0
156489,23247,9420,prior,24,4,17,5.0
1461433,2823955,87828,prior,2,2,20,30.0
2281324,2900181,137398,prior,16,2,14,1.0
1709423,1114685,102629,prior,42,1,10,10.0
2455477,2923522,147789,prior,5,0,12,4.0
